Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
57615,943.606,381.4261919,193.5550764,1.970633884,0.861680656,58281,270.8462597,0.64382934,0.988572605,0.813137599,0.710088257,6.620258000000001,0.10382550000000001,279.84505925999997,199.722348525,HOROZ
70683,1020.247,388.5491637,232.8047958,1.668991235,0.800626078,71378,299.9939845,0.793611407,0.990263106,0.853324442,0.772087583,5.4970669999999995,0.12049719999999998,330.84617542499996,199.97847337800002,CALI
33847,681.702,248.1214785,174.01962,1.425824734,0.712818574,34224,207.5941687,0.754099456,0.988984338,0.915252469,0.836663436,7.330679,0.2215782,388.503166275,200.615175048,DERMASON
40973,783.467,267.9969304,194.979185,1.374489951,0.686062503,41510,228.404124,0.773075472,0.987063358,0.838815044,0.852263956,6.540818000000001,0.212867,403.12638675,200.67157966800002,SEKER
38315,724.757,271.6567491,179.8190264,1.510723056,0.749561515,38694,220.8713951,0.77860191,0.9902052,0.916629556,0.813053222,7.090089,0.1911205,366.885825255,200.733041448,DERMASON
68634,1007.249,385.3609988,229.4238197,1.679690449,0.803468112,70059,295.613807,0.724430559,0.979660001,0.850110704,0.767108784,5.614724,0.11993229999999999,326.59301673,198.673170132,CALI
86177,1130.442,441.2044839,250.5114464,1.761214868,0.823173517,87187,331.2460781,0.769080427,0.988415704,0.847431622,0.750776772,5.119748,0.1003394,312.834497355,199.540040319,CALI
38001,725.626,240.242188,201.8166779,1.19039809,0.542501069,38491,219.9644879,0.749260618,0.987269751,0.906941381,0.915594758,6.3219959999999995,0.274061,465.2641368,200.583346899,SEKER
53929,918.433,381.0084046,181.1751677,2.10298359,0.879707675,54506,262.0391868,0.823469232,0.989414009,0.803410071,0.687751723,7.065,0.0975032,262.516350315,199.937987154,HOROZ
30529,652.81,245.9164761,159.0606962,1.546054318,0.762653042,31000,197.156613,0.708691211,0.984806452,0.900220391,0.801721853,8.055176000000001,0.2052814,356.73065115,199.741473273,DERMASON
45968,838.333,339.3334067,174.2335254,1.947578148,0.858114597,46698,241.9261776,0.705030675,0.984367639,0.8219253,0.712945359,7.381948,0.1176456,282.101552175,198.97725881099998,HOROZ
34207,661.138,226.8735177,192.1947081,1.180435819,0.531362195,34421,208.6952446,0.774299425,0.993782865,0.983423569,0.919874857,6.632371,0.29292979999999996,469.62421236,200.768666085,SEKER
36705,698.444,247.0046761,189.4631855,1.303708029,0.641595803,37077,216.1810757,0.771761985,0.989966826,0.945522593,0.875210458,6.729456,0.24356209999999998,425.12630703,200.72496667500002,SEKER
31634,654.544,239.6793961,168.3886875,1.42336994,0.711626444,31937,200.6929489,0.753029113,0.990512572,0.927868181,0.83733918,7.576638999999999,0.2297534,389.13098061,200.59341519,DERMASON
36651,709.026,260.0872702,179.8251552,1.44633419,0.722469168,37023,216.0219955,0.771973798,0.989952192,0.916160093,0.830575043,7.096321,0.20831880000000003,382.86947061,200.54990673,SIRA
32168,663.09,239.9831073,171.1607195,1.402092186,0.700940385,32570,202.379766,0.727535904,0.987657353,0.919367119,0.843308382,7.460305,0.2327459,394.69880998499997,200.42203173599998,DERMASON
75317,1056.208,403.0190688,242.1013541,1.664670858,0.79945998,76943,309.6717339,0.781458809,0.978867473,0.84840647,0.768379856,5.350971,0.1150578,327.67621966499996,197.54970033,CALI
67513,1021.125,389.4206598,224.0461152,1.738127257,0.817920071,69075,293.1897361,0.779974121,0.977386898,0.813653417,0.752886959,5.768084,0.1143222,314.59551846,198.03282212099998,CALI
51870,932.88,378.4835542,174.7860994,2.165409924,0.886980788,52550,256.9882005,0.591637011,0.987059943,0.748987461,0.678994365,7.296772,0.0956699,255.873507585,200.663563386,HOROZ
49748,845.485,329.2944088,193.4725969,1.702020928,0.809197417,50387,251.6766196,0.769283108,0.987318157,0.874527913,0.764290595,6.619249,0.1393229,324.19776327,199.837958298,SIRA
51071,833.064,300.3870698,216.6920756,1.386239293,0.692543438,51633,255.0012094,0.774753865,0.989115488,0.92475671,0.848908741,5.881754,0.1884216,399.958558305,200.796562473,SEKER
76546,1124.781,410.3366507,238.4400651,1.720921568,0.813843583,77760,312.188075,0.788857514,0.98438786,0.760320013,0.760809629,5.360654,0.1107903,321.25136706,200.220774054,BARBUNYA
60917,998.805,390.6696656,199.5117619,1.958128492,0.859763904,61842,278.4994315,0.634717374,0.985042528,0.767338442,0.712877032,6.413147,0.1021667,282.04748241000004,200.01680628900002,HOROZ
36926,716.403,262.2363601,179.6527043,1.459685013,0.72846849,37348,216.8309098,0.796488428,0.988700868,0.904122626,0.826852957,7.101673,0.204764,379.44562566,200.591152734,DERMASON
28546,612.114,220.0364105,165.5130155,1.329420589,0.658926424,28776,190.6459967,0.73564581,0.992007228,0.957393557,0.866429316,7.7081349999999995,0.2679548,416.638366245,200.597138916,DERMASON
78823,1085.724,413.4667496,243.7606856,1.696199486,0.807729478,79895,316.7973495,0.751124452,0.986582389,0.840279848,0.766197886,5.245509,0.11151449999999999,325.817856,200.14967231400001,BARBUNYA
42693,787.181,309.5752471,177.2852422,1.74619863,0.819784219,43246,233.1489135,0.810498339,0.98721269,0.865799501,0.753125179,7.251195,0.1438991,314.79463248,199.07835156,HOROZ
42522,778.928,288.8558062,188.1173901,1.535508259,0.758863116,43001,232.6815247,0.694236735,0.988860724,0.880701865,0.805528294,6.793091,0.1764292,360.12608675999996,200.267193999,SIRA
25719,594.694,223.4502302,147.2776894,1.51720353,0.752048868,26050,180.9597962,0.717045835,0.987293666,0.913854025,0.809843857,8.688138,0.23052160000000002,363.99512496,200.005752093,DERMASON
66737,963.422,366.6090583,232.9256776,1.573931488,0.772222931,67677,291.4998928,0.729206731,0.986110495,0.903531765,0.795124633,5.49334,0.1354432,350.883865455,200.010270372,CALI
63234,1025.276,416.6651862,194.5573897,2.141605553,0.88428932,64172,283.7464174,0.675187392,0.985383033,0.755925396,0.680993821,6.589259,0.0874156,257.382684675,199.628197311,HOROZ
26306,653.403,227.9846758,147.4538841,1.54614222,0.762684228,26812,183.0132221,0.754293907,0.981127853,0.774287827,0.802743524,8.666642000000001,0.2219923,357.64042713,200.262262464,DERMASON
58846,947.248,376.1807897,202.164137,1.860769151,0.843319721,59516,273.724413,0.799538043,0.988742523,0.82413701,0.727640593,6.392631000000001,0.11054190000000001,293.850762315,198.026081385,HOROZ
39339,721.525,250.3478614,200.326947,1.249696384,0.599740764,39685,223.8034192,0.778928402,0.991281341,0.949577494,0.893969767,6.363859000000001,0.25072150000000004,443.545978365,200.745691785,SEKER
46143,832.979,334.310932,177.2798264,1.885781021,0.84781991,46616,242.3862461,0.772966363,0.989853269,0.83569458,0.725032366,7.245106000000001,0.12349629999999999,291.74792226,199.251732753,HOROZ
24070,561.19,197.7759664,155.389835,1.27277287,0.618625326,24320,175.0624912,0.781645775,0.989720395,0.960430862,0.885155535,8.216700000000001,0.3111398,434.8426776,200.440808352,DERMASON
41964,756.887,287.164102,186.2711081,1.541645964,0.761080567,42310,231.1497875,0.798705748,0.991822264,0.920501817,0.804939705,6.843106,0.1772093,359.60000004,200.773970676,DERMASON
23512,570.132,210.1506504,143.575662,1.463692714,0.730228022,23797,173.0214096,0.704184013,0.9880237,0.908968016,0.823320838,8.938017,0.25333629999999996,376.21074711,199.427104248,DERMASON
39961,748.391,278.4865578,183.3672582,1.518736553,0.752631434,40363,225.5657896,0.813207163,0.990040384,0.896580109,0.809970116,6.968959,0.1850221,364.10863189500003,200.27027553,SIRA
87877,1139.646,451.0175734,251.8874406,1.790552051,0.82951329,89563,334.4973415,0.664466322,0.981175262,0.850247072,0.741650351,5.132373,0.0957844,305.275109865,197.961812037,CALI
33866,668.421,230.9311586,186.8608751,1.23584543,0.587584681,34171,207.652427,0.799933862,0.991074303,0.952518888,0.899196229,6.818968,0.2749896,448.74739119000003,200.848765791,SEKER
70938,1026.906,403.3067677,226.2540259,1.78253963,0.8278176,72261,300.534635,0.792638777,0.981691369,0.845332218,0.745176275,5.685342,0.1081365,308.184662955,198.954281898,CALI
55890,928.849,353.6603059,203.0297382,1.741913816,0.818798362,56877,266.7608632,0.715822639,0.982646764,0.814054981,0.754285564,6.327792,0.12635000000000002,315.76542516,199.202283537,SIRA
37904,723.594,261.4980498,185.3386629,1.410920127,0.705452358,38347,219.6835718,0.709016087,0.988447597,0.909714241,0.840096406,6.898957,0.2119726,391.697893905,200.15052777,DERMASON
88489,1188.149,467.2957134,244.0709963,1.914589282,0.852758608,90923,335.6600871,0.735056154,0.973230096,0.787693638,0.718303373,5.280834,0.0867189,286.35765348,198.558046779,CALI
26145,593.741,217.4136744,153.3228931,1.418011818,0.708995762,26419,182.4523168,0.796326754,0.989628676,0.931975361,0.839194302,8.315688,0.2544064,390.857127735,200.724766278,DERMASON
30419,664.531,239.4677133,162.3736395,1.474794271,0.735005932,30968,196.8011019,0.793277004,0.982272023,0.865614068,0.82182729,7.872307,0.22151549999999998,374.84705272499997,200.211314391,DERMASON
46696,862.883,354.9810266,168.0544527,2.112297656,0.880837827,47259,243.8343573,0.778227755,0.988086925,0.788107968,0.686894056,7.601958,0.1043913,261.86201197500003,200.322942756,HOROZ
85601,1136.724,407.760352,268.7694158,1.517138216,0.752023999,87003,330.1372113,0.781594397,0.983885613,0.832489267,0.809635389,4.7635000000000005,0.1262594,363.807751965,199.894190058,BARBUNYA
30126,645.034,230.9081535,166.6224229,1.385816803,0.692314285,30524,195.8510008,0.725682902,0.98696108,0.909884196,0.848177069,7.664747,0.2446942,399.26940925499997,200.389487223,DERMASON
186103,1646.095,622.0727101,384.8835009,1.616262346,0.785618328,189236,486.7789015,0.797664052,0.983443954,0.863084757,0.782511262,3.342626,0.077309,339.83975062499997,198.924880623,BOMBAY
35835,687.914,237.7041795,192.1767591,1.236903883,0.588537037,36190,213.6036963,0.790885014,0.99019066,0.951588044,0.898611445,6.6332960000000005,0.2668068,448.16390415,200.759406015,SEKER
41126,782.98,293.6267843,179.3002427,1.637626251,0.791908366,41827,228.8301761,0.685707616,0.983240491,0.842994998,0.779323237,7.1396869999999995,0.1624536,337.07631294,199.915331238,SIRA
25423,590.252,221.4381682,146.3057798,1.513529873,0.75064377,25739,179.9154494,0.76391226,0.987722911,0.916983934,0.812486171,8.710151,0.2341366,366.37424679,200.825570793,DERMASON
27815,613.813,228.5974907,155.3319184,1.471671071,0.733675818,28104,188.1891547,0.777498253,0.989716766,0.927719668,0.823233685,8.218497,0.2328438,376.1311035,200.471701047,DERMASON
41774,797.024,308.9484571,172.9136732,1.786720803,0.828705751,42522,230.6259065,0.65271875,0.982409106,0.826367309,0.746486675,7.395712,0.14166020000000001,309.26950758000004,200.12293850999998,HOROZ
46847,808.233,310.7771131,192.93581,1.610779839,0.783955275,47388,244.2282804,0.701260404,0.988583608,0.901194415,0.785863148,6.633874,0.1560755,342.75739228500004,199.952155242,SIRA
53709,915.904,360.8947204,195.8243881,1.84295084,0.839986001,55433,261.5041543,0.728307004,0.968899392,0.804557373,0.724599556,6.719446,0.11426299999999999,291.399706935,194.493877833,HOROZ
31972,661.829,243.9211798,167.5224022,1.45605111,0.726856769,32321,201.7622728,0.799180123,0.989202067,0.917250764,0.827161762,7.629212,0.2203034,379.72910190000005,200.24126318999998,DERMASON
68267,1020.269,400.8018836,218.3806915,1.83533572,0.838527391,68866,294.822394,0.669967418,0.991301949,0.824121605,0.735581358,5.871093,0.1060282,300.29936392499997,199.605729732,CALI
68131,1036.382,357.7621194,243.6287019,1.468472789,0.732302394,69197,294.5285783,0.776917463,0.984594708,0.797103846,0.823252553,5.251092,0.1487859,376.148345685,200.045199348,BARBUNYA
38290,719.888,270.4465104,180.5080659,1.498251666,0.744659447,38605,220.7993256,0.759903152,0.991840435,0.928464626,0.816425123,7.063111,0.1935714,369.93524001000003,200.73058362,DERMASON
26155,591.657,215.9859435,154.5345859,1.397654397,0.698628649,26485,182.4872058,0.793633936,0.987540117,0.938911318,0.844903158,8.257921999999999,0.2595842,396.19304758500004,200.544021651,DERMASON
94239,1187.663,454.0284756,268.8702925,1.688652441,0.805799709,96908,346.3940263,0.770530808,0.972458414,0.839564525,0.762934584,4.817841,0.1006889,323.0483949,197.565420741,CALI
33982,679.63,246.6390747,175.9254105,1.401952532,0.700868087,34355,208.0077552,0.721654739,0.989142774,0.92451448,0.843369022,7.257933,0.2264974,394.755575385,200.43089061,DERMASON
38798,734.84,272.0439346,182.1495701,1.493519499,0.742758526,39268,222.2591907,0.740391588,0.988030967,0.902887469,0.816997413,7.011803,0.1927047,370.454049015,200.377206123,DERMASON
51494,864.097,325.3516274,202.6147673,1.605764633,0.782415889,52079,256.0550666,0.691956247,0.988767065,0.866645523,0.787010253,6.318243000000001,0.1495194,343.75875159,199.911936549,SIRA
44554,794.32,309.1046846,184.248463,1.677651361,0.802931431,45047,238.1762261,0.737771154,0.989055875,0.88737169,0.770535802,6.937754,0.15085859999999998,329.51760921,200.20891686299998,SIRA
48100,854.778,349.8659196,175.74183,1.99079479,0.864686482,48563,247.4728714,0.827370304,0.990465993,0.827271892,0.707336318,7.27372,0.11231559999999999,277.680190185,200.204791941,HOROZ
65618,973.379,349.7425879,239.9523772,1.457550002,0.727523456,66416,289.0457273,0.812989394,0.987984823,0.87029985,0.82645276,5.329979000000001,0.1533831,379.07841157499996,200.103916674,BARBUNYA
39408,711.634,247.1699932,203.1125549,1.216911447,0.569844594,39687,223.9996071,0.795590818,0.99296999,0.977869453,0.906257286,6.272077,0.2609739,455.82275874,200.889878331,SEKER
173366,1577.459,586.7185949,378.779386,1.54897182,0.763684588,175139,469.8259751,0.776228598,0.989876612,0.875502988,0.800768851,3.3842770000000004,0.085837,355.88306791499997,199.642921566,BOMBAY
52578,837.158,309.191422,216.8089582,1.426100769,0.712952116,53008,258.7361374,0.799179207,0.991888017,0.942755474,0.83681538,5.880623,0.1778778,388.644289455,200.72690069700002,SEKER
78575,1082.541,427.9567886,237.1911417,1.804269694,0.832356331,79990,316.2985887,0.763101158,0.982310289,0.842569135,0.739090014,5.446475,0.10025010000000001,303.17099664,198.103514424,CALI
38424,724.092,268.0183559,183.1264127,1.463570175,0.730174499,38899,221.1853437,0.70840708,0.987788889,0.920926434,0.825261923,6.975285,0.19957629999999998,377.986768755,200.351788266,DERMASON
60237,963.531,358.724155,215.0536853,1.668067927,0.800377774,61280,276.9406623,0.77934327,0.982979765,0.815345755,0.772015652,5.955213,0.1304913,330.78453268500004,199.830603507,BARBUNYA
96220,1184.057,467.1455145,264.2926467,1.767531259,0.824569374,97317,350.0158696,0.788081314,0.98872756,0.862442197,0.749265183,4.854973,0.09438629999999999,311.576064825,199.450103271,CALI
88728,1146.35,449.0268439,253.6943194,1.769952299,0.825099821,89604,336.1130737,0.798869151,0.990223651,0.848469208,0.748536704,5.0607120000000005,0.098004,310.970494335,199.33511941199998,CALI
51141,854.791,318.4461962,205.3048732,1.55108932,0.764428767,51718,255.1759071,0.696364379,0.988843343,0.879547297,0.801315607,6.226828,0.1583657,356.36921960999996,200.188934649,SIRA
40364,764.547,288.7231377,178.9353459,1.613561235,0.784801537,40880,226.700333,0.716894004,0.987377691,0.867752122,0.785182424,7.152986,0.1677063,342.16384809,199.950570558,SIRA
49165,850.731,326.6900338,192.6314106,1.695933351,0.807661944,49696,250.1975664,0.674435513,0.989315035,0.853653039,0.765856134,6.644768,0.1410095,325.52726799,199.939788717,SIRA
166639,1586.606,581.6554036,367.4490468,1.582955266,0.775188668,170464,460.6206297,0.768063237,0.977561245,0.831856339,0.791913265,3.490512,0.08467970000000001,348.055273545,199.535390184,BOMBAY
68632,1009.219,390.7563616,226.2789454,1.726879012,0.815271176,69718,295.6094999,0.685634366,0.984422961,0.846770428,0.756505918,5.693501,0.11502929999999999,317.627167665,198.647282337,CALI
36125,718.771,269.1317271,171.4965849,1.569312457,0.770680521,36539,214.4662644,0.693351503,0.988669641,0.878691908,0.796882132,7.450013,0.1853161,352.43672826,200.305860972,SIRA
46100,847.12,336.2745068,175.7550828,1.913313125,0.852545137,46735,242.2732817,0.767335797,0.986412753,0.807273914,0.720462827,7.2944580000000006,0.12123249999999999,288.08200962,199.62055709999998,HOROZ
37308,698.873,240.097665,198.4496453,1.20986694,0.562882138,37607,217.9495835,0.799537097,0.992049353,0.959876385,0.907753865,6.435554,0.2695493,457.32947939999997,200.387155623,SEKER
50247,890.069,355.5828891,181.4463607,1.959713536,0.860009121,51108,252.9356982,0.723030434,0.983153322,0.797026297,0.711326967,7.076699,0.1117603,280.82226052500005,199.30913171999998,HOROZ
71797,1065.587,367.0297945,250.0991472,1.467537169,0.731898426,73023,302.3487714,0.695356991,0.983210769,0.794581291,0.823771737,5.112049,0.1452119,376.622930625,200.16997854,BARBUNYA
43002,787.286,299.6776008,183.3594577,1.634372203,0.790969382,43584,233.9911257,0.802635508,0.986646476,0.871833317,0.780809527,6.968922,0.1597812,338.363251935,200.279838306,SIRA
33914,686.12,261.4687853,165.7378041,1.577604981,0.773437771,34254,207.799533,0.741435474,0.990074152,0.905292082,0.794739352,7.70976,0.1897228,350.54390408999996,200.282849688,DERMASON
43634,775.132,298.9581612,186.9380099,1.599236888,0.780385879,44262,235.7043366,0.797929925,0.985811757,0.912606502,0.788419141,6.851496,0.1633029,344.99063181,199.812739833,SIRA
63988,992.483,351.3899746,233.0086792,1.508055304,0.748525812,65106,285.4330955,0.790287521,0.982828004,0.816323402,0.812297208,5.491498,0.1474791,366.203849025,200.006102838,BARBUNYA
71682,1058.192,388.2167355,236.420938,1.642057335,0.793176261,72768,302.1065326,0.765391761,0.985075858,0.804435134,0.778190389,5.415819,0.1225145,336.09705651,199.873906545,BARBUNYA
37485,721.535,267.238371,178.8723543,1.494017183,0.742959527,37927,218.4659798,0.714925999,0.988346033,0.904799963,0.817494804,7.129207999999999,0.1964089,370.905254025,200.68811433,DERMASON
77962,1050.313,388.4662554,256.8607683,1.512361183,0.750194067,78652,315.062377,0.725619404,0.991227178,0.888086675,0.811041815,4.9827639999999995,0.1329913,365.07279843,199.957671687,CALI
51078,846.345,323.7004765,201.5529537,1.606031916,0.78249837,51567,255.0186845,0.767766955,0.990517191,0.896084329,0.787823013,6.337376,0.1505927,344.469129945,200.358399558,SIRA
27966,615.342,224.3227739,159.2471911,1.40864509,0.704300445,28301,188.6992769,0.768296703,0.988162962,0.928126344,0.841195362,8.021268,0.24774810000000003,392.723348535,200.35093884,DERMASON
51478,899.728,372.0821857,176.8809099,2.103574579,0.879779875,52176,256.0152833,0.787908472,0.986622202,0.799114585,0.688061114,7.227984,0.09993210000000001,262.75259383499997,200.17415331,HOROZ
48314,829.738,317.8125223,194.213286,1.636409788,0.791558131,48864,248.0227719,0.74196818,0.98874427,0.881862548,0.780405914,6.578063,0.15050809999999998,338.01353145,200.322268401,SIRA
41724,769.477,282.9024233,189.4299351,1.493440955,0.742726781,42394,230.4878452,0.691710875,0.984195877,0.88553252,0.814725595,6.780328000000001,0.184279,368.396676225,199.253901945,SIRA
28612,618.909,229.7743407,158.6776529,1.448057345,0.723255647,28897,190.8662617,0.759200785,0.990137385,0.938651728,0.830668303,8.030698,0.23585419999999999,382.95545565000003,200.83393420200002,DERMASON
50702,892.127,363.6502616,178.5447762,2.036745456,0.871171199,51307,254.0783174,0.615577005,0.988208237,0.80053733,0.69868867,7.172306,0.10543219999999999,270.932050635,199.84818779100002,HOROZ
47979,835.28,322.8308784,190.4265884,1.695303587,0.807501985,48790,247.161405,0.799996665,0.983377741,0.864165433,0.765606457,6.728587,0.1426021,325.31505208500005,199.735248102,SIRA
81589,1105.07,431.5228588,242.8063599,1.777230461,0.826679405,82925,322.3078361,0.709642348,0.983889056,0.839579636,0.746907909,5.288983,0.10153600000000002,309.61864032,199.284683889,CALI
44278,776.522,279.8073491,201.8910878,1.385932148,0.692376875,44719,237.4373613,0.71996748,0.99013842,0.922763337,0.848574428,6.319331,0.20212059999999998,399.643601355,200.593985427,SIRA
53874,913.878,326.2558272,210.6497576,1.548807038,0.763626518,54878,261.9055311,0.736587367,0.981704873,0.810611276,0.802761236,6.055905,0.1551331,357.65620911,200.616272508,BARBUNYA
35364,692.505,258.7961821,174.2702258,1.485028099,0.739289317,35651,212.1952951,0.760646993,0.991949735,0.926670674,0.819932092,7.318069,0.20402710000000002,373.12019298,200.671870515,DERMASON
84648,1132.054,439.91571,248.9619409,1.766999841,0.824452603,86779,328.2943511,0.767183875,0.975443368,0.830027112,0.746266486,5.197000999999999,0.0994279,309.08708573999996,197.797339164,CALI
67448,1006.165,380.9752924,226.8285116,1.679574097,0.80343755,68544,293.0485639,0.725809229,0.984010271,0.8372218,0.769206218,5.64843,0.12197720000000001,328.38140433,199.747244988,BARBUNYA
42741,761.007,275.2483797,198.1186956,1.389310478,0.694200671,43261,233.2799421,0.773242877,0.987979936,0.927421671,0.847525215,6.439914,0.2049606,398.65593945,200.586002712,SEKER
66945,996.779,373.7364857,228.2295645,1.63754633,0.791885385,67778,291.9538,0.747754892,0.987709876,0.846701346,0.781175537,5.582739,0.1282395,338.68054709999996,200.856977445,BARBUNYA
25061,594.405,222.7784508,143.5023163,1.552438013,0.764900793,25381,178.6299421,0.708738688,0.987392144,0.89133991,0.801827742,8.889448,0.22666209999999998,356.82488903999996,200.619194445,DERMASON
42861,767.736,291.2762031,188.1017982,1.548503023,0.763519321,43358,233.6071919,0.805597324,0.988537294,0.913794105,0.802012624,6.795833,0.1734392,356.989458195,200.202973494,SIRA
60658,987.242,410.5386065,190.2201118,2.158229235,0.886179124,61495,277.9067547,0.738740714,0.986389137,0.782079144,0.676932085,6.7680869999999995,0.08766499999999999,254.321561085,198.785098992,HOROZ
41384,812.201,316.0621667,167.5939913,1.885880062,0.847837328,42028,229.546826,0.633965501,0.984676882,0.788343134,0.726271127,7.637303,0.13107349999999998,292.74571125,199.943681484,HOROZ
40306,739.706,277.807734,185.2207396,1.499873797,0.745305816,40698,226.5373989,0.734532466,0.990368077,0.925680855,0.815446696,6.892466,0.1879908,369.04908927,200.46655645200002,SIRA
35197,700.976,263.1297559,170.888144,1.539777715,0.760409089,35571,211.6936755,0.701526748,0.989485817,0.900138245,0.804521993,7.475914,0.1931949,359.22687853499997,200.322590805,DERMASON
45530,769.815,267.0581518,217.3855045,1.228500274,0.580863986,45833,240.7708381,0.775744565,0.993389043,0.965461091,0.90156708,5.865543,0.2390453,451.116876,200.709258123,SEKER
52417,903.773,369.6667287,181.1519592,2.040644386,0.871699224,53096,258.3396935,0.724151746,0.987211843,0.806423731,0.698844861,7.052421,0.1037627,271.053197145,200.320288752,HOROZ
48224,796.462,275.8280279,222.8614674,1.237665852,0.589220165,48642,247.791654,0.779377778,0.991406603,0.955307032,0.898355602,5.719725,0.22979900000000003,447.90874734,200.768709099,SEKER
75409,1085.018,386.6434521,249.8017629,1.547801135,0.763271535,76423,309.8608088,0.823143509,0.986731743,0.804931938,0.801412276,5.127285,0.1304642,356.45520797999995,199.81275108900002,BARBUNYA
74709,1110.564,409.2814053,233.7182809,1.751174122,0.820918451,76051,308.4192814,0.790270373,0.982353947,0.761194435,0.753562897,5.478341,0.10897000000000001,315.16065664499996,199.877726952,BARBUNYA
44495,793.424,296.3986318,191.4147962,1.548462489,0.763505023,45063,238.0184731,0.787020659,0.987395424,0.888199264,0.803034993,6.661392,0.1708766,357.900186,200.708463972,SEKER
62597,979.535,393.4906691,203.4969369,1.933644187,0.855889811,63249,282.3136125,0.640483353,0.989691537,0.819829359,0.717459484,6.286095,0.1027425,285.685201605,200.063278293,HOROZ
42827,798.445,315.100763,173.405675,1.817130627,0.834955036,43517,233.5145177,0.740016934,0.984144128,0.844184757,0.741078871,7.357526,0.1368892,304.804830615,200.590826712,SIRA
65881,1003.375,393.35962,214.5079845,1.833776122,0.838226104,66670,289.6244024,0.800926376,0.988165592,0.822325002,0.73628402,5.97076,0.1082408,300.87335769,199.817315799,CALI
37329,720.481,264.4401459,180.6574393,1.463765605,0.730259851,37727,218.0109148,0.779864622,0.989450526,0.903672685,0.824424423,7.08404,0.20186650000000003,377.21997465,199.97204760900001,DERMASON
70082,1020.397,374.3931053,238.7871311,1.567894817,0.770203776,71054,298.7158747,0.794526449,0.986320263,0.845820107,0.797866922,5.342215,0.13354359999999998,353.30835242999996,200.619850911,BARBUNYA
36532,697.29,243.796607,191.4935385,1.273132289,0.618906929,36893,215.6710158,0.812147081,0.990214946,0.944183571,0.884635018,6.673508,0.2521102,434.331408825,200.26167474,SEKER
173392,1608.021,620.2462774,358.0876099,1.732107619,0.816509971,175368,469.8612041,0.839040914,0.988732266,0.842666032,0.757539741,3.5771330000000003,0.07266689999999999,318.495884745,199.793691465,BOMBAY
64526,1081.377,386.603796,213.3609796,1.811970477,0.833919982,65779,286.6305198,0.815030946,0.980951367,0.6934104,0.741406377,5.991441999999999,0.11166999999999999,305.07429588,200.198034522,HOROZ
25139,590.144,217.7287407,148.0643618,1.470500653,0.733174548,25452,178.9077106,0.737646714,0.987702342,0.907072227,0.82170002,8.660994,0.2435571,374.730962265,199.566607293,DERMASON
67425,1007.262,397.798017,216.5017797,1.837389131,0.838922741,68000,292.9985944,0.80825941,0.991544118,0.835114297,0.736551169,5.899859,0.1071108,301.09173132,200.356320213,CALI
82998,1186.993,392.1350204,272.2095469,1.44056307,0.719808193,84544,325.0789685,0.787726358,0.981713664,0.740254704,0.828997543,4.724632000000001,0.13764510000000002,381.41649393,198.991635336,BARBUNYA
81997,1141.172,407.5545701,258.7221266,1.575259818,0.772663417,83673,323.1127094,0.822874748,0.979969644,0.791235224,0.792808456,4.97036,0.12112690000000001,348.84261264,199.014536472,BARBUNYA
50634,892.392,366.2751157,177.0268292,2.069037317,0.875445659,51401,253.9078792,0.718895972,0.985078111,0.798988934,0.693216296,7.233778,0.1030434,266.70460287,199.84896747,HOROZ
38854,714.487,241.1048062,205.4145848,1.173747261,0.523587072,39202,222.4195344,0.786932394,0.991122902,0.956438253,0.922501454,6.205405,0.2772159,472.309957815,200.772750204,SEKER
30167,641.649,235.8461337,163.5860166,1.441725513,0.720347542,30553,195.9842273,0.816737059,0.987366216,0.920761059,0.830983422,7.818017,0.22995659999999998,383.24606364000005,200.107497489,DERMASON
27014,621.167,229.0215711,150.752433,1.519189883,0.75280328,27398,185.4596804,0.690824468,0.985984378,0.879796052,0.80979132,8.477884,0.22488460000000002,363.94790001,200.24162076899998,DERMASON
154029,1525.752,567.6990173,350.4823129,1.619765096,0.786670196,157183,442.8496515,0.784461421,0.979934217,0.831465941,0.780078242,3.685663,0.0841876,337.72974552,198.118222599,BOMBAY
51576,861.13,310.8525301,211.4262215,1.470264795,0.733073347,52274,256.2588589,0.783948928,0.986647282,0.874017407,0.824374371,6.027076999999999,0.1717056,377.17417216499996,200.83554461399999,BARBUNYA
39552,733.996,274.387067,183.7881771,1.492952764,0.742529326,39936,224.4084902,0.784668492,0.990384615,0.922552153,0.817853745,6.937375,0.1914598,371.23103513999996,200.721279933,DERMASON
37962,711.351,261.3986642,185.4276561,1.409706997,0.704839046,38338,219.8515854,0.808786245,0.990192498,0.942738094,0.841058565,6.885798,0.21253919999999998,392.59562805,200.436766644,DERMASON
30124,640.849,237.2261059,161.9863115,1.464482423,0.730572534,30443,195.8444997,0.72794935,0.989521401,0.921745617,0.825560487,7.874987,0.2256447,378.26031604499997,200.621751969,DERMASON
55177,927.376,354.1136831,204.0895353,1.735089859,0.817210699,56835,265.0538405,0.697454242,0.970827835,0.806224967,0.74849929,6.417777,0.12425959999999998,310.939408785,195.389316954,HOROZ
